Account__c,Auth_Code__c,VM_Use_Count__c,distributor_id__c,End_Date__c,Hypervisor__c,isdevice__c,last_checkin_date__c,License_DB_Id__c,LicenseDB_Device_Id__c,licensedb_license_id__c,Marketplace__c,Parent_Authorization_Code__c,Product_Code__c,Product_Family__c,Quantity__c,reseller_id__c,Serial_Number__c,Software_Version__c,Software_version_group__c,Start_Date__c,Status__c,tenant_id__c,Parent_Device_Asset__r.License_DB_Id__c
0017000000VgLc7AAF,20724321,,a0N70000007gTWIEA2,2021-10-27,,YES,,D398568031818072,D3985680,,0,20724321,PAN-PA-220,PA-220,1,0017000000WeeIM,012801074642,,,2018-10-29,ACTIVE,,
0017000000qxMj1AAE,41651349,,a0N700000128eCnEAI,2020-07-11,,YES,2019-12-02,D253609018576094,D2536090,,0,41651349,PAN-PA-820,PA-820,1,0017000000s5EmN,012001004019,8.1.5,8.1,2017-08-24,ACTIVE,,
0017000001RLsAiAAL,67878482,,a0N7000000s7V66EAE,2019-12-16,,YES,,D360271428123211,D3602714,,0,67878482,PAN-PA-7000-20GXM-NPC,PA-7000,1,0017000001NVcee,013701000824,,,,ACTIVE,,
00170000011vBdOAAU,14612619,1,a0N7000000WDd2LEAT,2021-01-31,,YES,2019-12-02,D1727281252364234,D172728,,0,14612619,PAN-PA-3020,PA-3020,1,0017000000bG4r6,001801014748,9.0.3,9.0,2014-10-31,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2024-01-16,NSX,YES,2019-11-19,D4385292100961421,D4385292,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007952000027678,8.0.12,8.0,2019-01-12,ACTIVE,,
00170000014LEXPAA4,46530467,,a0N70000007gTWIEA2,2020-06-30,ESXi,YES,2018-09-26,D307318021494853,D3073180,,0,46530467,PAN-VM-100-LAB,VM-100,1,0017000000kYP0B,007051000036888,8.0.6-h3,8.0,2018-01-11,ACTIVE,,
0017000000ma8eVAAQ,95357092,,a0N7000000o9DCEEA2,2021-11-22,,YES,,D209725815064437,D2097258,,0,95357092,PAN-PA-3020,PA-3020,1,0017000001Sy0kZ,001801040408,,,2016-11-22,ACTIVE,,
0017000000fRKFpAAO,28521178,,a0N700000128eKNEAY,2021-07-16,,YES,,D335005426075165,D3350054,,0,28521178,PAN-PA-220,PA-220,1,0017000000bGZlb,012801053609,,,2018-07-16,ACTIVE,,
0017000000vHi6nAAC,,,a0N7000000s72zmEAA,2020-06-28,Azure,YES,2019-12-02,D5009658111459696,D5009658,,0,78324007,PAN-VM-100-PERP-BND2-PREM-1YR,VM-100,1,0017000001SyLQP,007057000066751,9.0.1,9.0,2019-06-30,ACTIVE,,
0017000000dyG3PAAU,58902596,1,a0N7000000WDd2LEAT,2019-12-17,,YES,2019-12-02,D2119878100104681,D2119878,,0,58902596,PAN-PA-200,PA-200,1,0017000000bF59u,001606005613,7.1.8,7.1,2012-11-23,ACTIVE,,
0017000000dMLrHAAW,23930124,,a0N70000007gTWIEA2,2020-11-16,,YES,2019-12-02,D284403020972361,D2844030,,0,23930124,PAN-PA-220,PA-220,1,0017000000dMqGq,012801022243,8.1.10,8.1,2017-11-17,ACTIVE,,
0017000000fRpgfAAC,S3891175,,a0N70000007gTWIEA2,2022-07-25,,YES,2018-04-05,D15987119055632,D159871,,0,95502340,PAN-PA-3020,PA-3020,1,0017000000QOeuE,001801003159,8.0.6,8.0,2013-10-08,ACTIVE,,
00170000015Cf7aAAC,59907901,1,a0N7000000WDd2LEAT,2020-04-27,,YES,2019-12-02,D2295849108246070,D2295849,,0,59907901,PAN-PA-220,PA-220,1,0017000000QOeuE,012801002779,8.1.11,8.1,2017-04-26,ACTIVE,,
0017000000uicBtAAI,13244023,,a0N700000128eCnEAI,2022-04-07,,YES,2019-11-11,D4356573100708104,D4356573,,0,13244023,PAN-PA-850,PA-850,1,0017000000YQmW4,011901016713,9.0.3,9.0,2019-04-30,ACTIVE,,
0017000000dMrT5AAK,S3077007,,a0N7000000WDd2LEAT,2020-10-01,,YES,2018-04-19,D188550920220238,D1885509,,0,94475171,PAN-PA-200E,PA-200,1,0017000000yoauH,001606055190,7.0.5-h2,7.0,2016-02-23,ACTIVE,,
0017000000kaY9NAAU,90256300,1,a0N70000007gTWIEA2,2020-08-28,,YES,2019-12-02,D37927671146731457,D3792767,,0,90256300,PAN-PA-850,PA-850,1,0017000000q4gmr,011901013221,8.1.9,8.1,2018-08-28,ACTIVE,,
0017000000s62eLAAQ,20411692,1,a0N70000007gTWIEA2,2019-12-13,,YES,2018-06-28,D6292933658911,D62929,,0,20411692,PAN-PA-200,PA-200,1,0017000000LJ3BK,001606009623,7.1.14,7.1,2012-12-19,ACTIVE,,
0017000001NVlkxAAD,48469411,,a0N7000000KhLlNEAV,2023-05-21,,YES,2019-11-29,D318145624058564,D3181456,,0,48469411,PAN-PA-220,PA-220,1,0017000001SzD10,012801041733,8.0.6,8.0,2018-06-07,ACTIVE,,
0017000001RLqQjAAL,86511026,1,a0N7000000WDd2LEAT,2019-08-19,,YES,2019-09-12,D199876030696422,D1998760,,0,86511026,PAN-PA-500-2GB,PA-500,1,0017000000tcAuR,009401028854,7.1.9,7.1,2016-08-19,INACTIVE,,
0017000000bDRUnAAO,37466727,,a0N70000007gTWIEA2,2017-06-30,,YES,,D416588413313799,D4165884,,0,37466727,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000000oqrsq,002901001603,,,,INACTIVE,,
0017000000MGo2XAAT,94825411,1,a0N70000007gTWrEAM,2018-09-26,,YES,2016-11-15,D14480617596082,D144806,,0,94825411,PAN-PA-200,PA-200,1,0017000000bGNfK,001606023584,6.1.0,6.1,2014-06-04,INACTIVE,,
0017000000cJ9RvAAK,S4304063,,,2022-01-26,,YES,2019-12-02,D178590732989631,D1785907,,0,49282715,PAN-PA-200E,PA-200,1,0017000000LLbqG,001606031074,7.1.20,7.1,2015-01-08,ACTIVE,,
0017000000jEiQmAAK,76883597,,a0N70000007gTWIEA2,2021-05-27,,YES,2019-12-02,D340280326536622,D3402803,,0,76883597,PAN-PA-220,PA-220,1,0017000000sdUqK,012801051797,9.0.4,9.0,2018-05-30,ACTIVE,,
0017000000vjEXFAA2,61868296,,a0N7000000KgPyKEAV,2018-01-14,,YES,2019-11-19,D17221811990595,D172218,,0,61868296,PAN-PA-500-2GB,PA-500,1,0017000000nwBOX,009401010903,7.1.8,7.1,2015-01-26,INACTIVE,,
0017000001RL38AAAT,86938459,,a0N70000007gTWIEA2,2021-06-22,,YES,2019-12-02,D350213027476636,D3502130,,0,86938459,PAN-PRA-25,Panorama,1,0017000000LIxOz,000702146143,8.1.7,8.1,2018-06-22,ACTIVE,,
0017000000kauyCAAQ,69933788,,a0N70000007gTWfEAM,2021-09-06,,YES,2019-12-02,D354001727828692,D3540017,,0,69933788,PAN-PA-220,PA-220,1,0017000000ZKOsg,012801056795,8.1.6,8.1,2018-10-08,ACTIVE,,
0017000000bFQ7lAAG,41230279,,a0N7000000UHJWOEA5,2021-07-26,,YES,,D361482528439255,D3614825,,0,41230279,PAN-PA-850,PA-850,1,00170000018R9er,011901011878,,,2018-07-26,ACTIVE,,
0017000001XRohrAAD,88275581,,a0N7000000NYDUVEA5,2018-08-25,,YES,2018-07-17,D257235418781441,D2572354,,0,88275581,PAN-PA-220,PA-220,1,0017000000ui9uE,012801013897,8.0.0,8.0,2017-08-25,INACTIVE,,
0017000000t9dzWAAQ,,,a0N7000000WDd2LEAT,2016-12-23,,YES,2017-03-31,D3130313030728,D31303,,0,47736810,PAN-PA-200-LAB,PA-200,1,0017000000t9dzW,001606001080,7.1.2,7.1,2011-12-23,INACTIVE,,
0017000000UdbquAAB,S9529146,,a0N70000007gTWIEA2,2020-10-13,,YES,2019-09-08,D18769411250420087,D1876941,,0,54401278,PAN-M-100-4TB,M-100,1,0017000000QhNEd,009201002541,8.1.4,8.1,2016-01-14,ACTIVE,,
0010g00001fsL9oAAE,63917144,,a0N7000000WDd2LEAT,2022-05-28,,YES,2019-12-02,D4854033109393272,D4854033,,0,63917144,PAN-PA-220,PA-220,1,0017000000lBUaM,012801107949,8.1.11,8.1,2019-05-28,ACTIVE,,
0017000000dMKHqAAO,,,a0N7000000Rs2dREAR,2020-03-15,,YES,2019-12-02,D3024102100014753,D3024102,,0,53342313,PAN-PA-820-LAB,PA-820,1,0017000000bGZry,012001009381,8.1.6,8.1,2018-03-15,ACTIVE,,
0017000000gHEMMAA4,12912268,1,a0N7000000WDd2LEAT,2022-12-20,,YES,2019-12-02,D25057661249698785,D2505766,,0,12912268,PAN-PA-3020,PA-3020,1,0017000000YeJ9p,001801049424,8.1.8-h5,8.1,2017-07-30,ACTIVE,,
0017000000dMrT5AAK,S6448332,,a0N7000000WDd2LEAT,2020-10-01,,YES,2018-02-11,D188415220210347,D1884152,,0,94475171,PAN-PA-200E,PA-200,1,0017000000yoauH,001606053932,7.0.5-h2,7.0,2016-02-12,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D207490214901324,D2074902,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200017377,,,2016-09-27,ACTIVE,,
0017000000y4wzgAAA,,,a0N70000017Sd6WEAS,,,YES,,D4540002,D4540002,,0,,,Non-revenue,,0017000000qJztl,002101002292,,,,NOT REGISTERED,,
0017000000ZJiEeAAL,89373327,,a0N70000007gTWhEAM,2019-03-19,,YES,2019-05-14,D302397622387860,D3023976,,0,89373327,PAN-PA-200,PA-200,1,0017000000dvGVP,001606088101,7.1.5,7.1,2018-03-26,INACTIVE,,
0017000001A9fYpAAJ,68711944,,a0N7000001JPYxhEAH,2020-09-19,,YES,,D271221719848988,D2712217,,0,68711944,PAN-PA-3050,PA-3050,1,0017000001OWnSD,001701013523,,,2017-09-19,ACTIVE,,
0017000000fRbDgAAK,,,a0N7000000UHJWOEA5,2023-05-23,ESXi,YES,2019-12-02,D393946831401393,D3939468,,0,23965442,PAN-VM-100-PERP-BND2-PREM-5YR,VM-100,1,0017000000miXl9,007051000048308,8.1.11,8.1,2018-09-17,ACTIVE,,
0010g00001byKx1AAE,75277719,,a0N7000000WDd2LEAT,2021-08-24,,YES,2018-11-14,D373307629502488,D3733076,,0,75277719,PAN-PA-3220,PA-3220,1,0017000000dJ6tO,016201003319,8.1.4-h2,8.1,2018-08-24,ACTIVE,,
0017000001QVWcJAAX,69200745,1,a0N70000007gTWuEAM,2019-12-20,,YES,2019-11-24,D2185367101895573,D2185367,,0,69200745,PAN-PA-500-2GB,PA-500,1,0017000001QXYZW,009401004555,7.1.20,7.1,2016-12-20,ACTIVE,,
0017000001V6NgrAAF,75229903,1,a0N70000007gTWIEA2,2020-06-07,,YES,2019-12-02,D2292018110049852,D2292018,,0,75229903,PAN-PA-820,PA-820,1,0017000000y1vUB,012001000970,8.1.11,8.1,2017-04-06,ACTIVE,,
0017000000y4yP4AAI,88654479,1,a0N7000000RseOBEAZ,2020-09-07,,YES,2019-12-02,D38734191248378992,D3873419,,0,88654479,PAN-PA-220,PA-220,1,0017000001OuTB9,012801071621,8.1.3,8.1,2018-09-07,ACTIVE,,
0017000000jD3ljAAC,79745693,1,a0N70000007gTWIEA2,2019-12-31,,YES,2019-12-02,D242725627669821,D2427256,,0,79745693,PAN-PA-850,PA-850,1,0017000000kYP0B,011901001783,8.1.5,8.1,2017-06-21,ACTIVE,,
0017000000nw4BeAAI,63022015,,a0N7000000i2v82EAA,2019-06-19,,YES,,D357763128133807,D3577631,,0,63022015,PAN-PA-220,PA-220,1,0010g00001bykUg,012801057558,,,2018-06-19,INACTIVE,,
00170000018Sn18AAC,86006299,1,a0N7000000WDd2LEAT,2022-03-06,,YES,2019-06-12,D476683629317991,D4766836,,0,86006299,PAN-PA-220,PA-220,1,0017000000dwUbA,012801104806,8.0.7,8.0,2017-08-16,ACTIVE,,
0017000000p5yWwAAI,41054377,1,a0N70000007gTWIEA2,2019-12-31,,YES,,D14247534205403,D142475,,0,41054377,PAN-PA-3050,PA-3050,1,0017000000juOHj,001701003931,,,2014-07-21,ACTIVE,,
00170000010Df7QAAS,,,a0N7000000UHJWOEA5,2020-01-09,,YES,2019-12-02,D4312485100853616,D4312485,,0,84570565,PAN-PA-220-LAB,PA-220,1,0017000000jEJ4T,012801086515,9.0.3-h3,9.0,2019-01-09,ACTIVE,,
0017000000nyDJwAAM,E3051128,,,2018-08-12,,YES,2018-05-18,D205235927961850,D2052359,,0,E3051128,PAN-PA-200,PA-200,1,,001606068560,8.0.0,8.0,2018-06-13,INACTIVE,,
0010g00001j4ENSAA2,44571633,,a0N70000007gn8rEAA,2022-10-14,,YES,2019-12-02,D54896211249685462,D5489621,,0,44571633,PAN-PA-220,PA-220,1,0017000000YQAyM,012801126540,8.1.10,8.1,2019-10-14,ACTIVE,,
0017000000kaXlmAAE,10597382,,a0N70000007gTWIEA2,2024-06-17,,YES,2019-12-02,D4874823109694793,D4874823,,0,10597382,PAN-PA-5250-AC,PA-5250,1,0017000000LwhUD,013101006224,8.1.7,8.1,2019-06-17,ACTIVE,,
0017000000VfdSwAAJ,71083843,,a0N70000007gTWrEAM,2022-01-26,,YES,2019-11-24,D4333257100490142,D4333257,,0,71083843,PAN-PA-5060-SSD2-D,PA-5060,1,0017000000dJ6tO,007901005248,7.1.10,7.1,2019-01-29,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,,D213063015417774,D2130630,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900011273,,,2016-11-04,ACTIVE,,
0017000000hbNqgAAE,72236814,,a0N70000007gTWIEA2,2021-08-24,,YES,2019-06-25,D378758330089285,D3787583,,0,72236814,PAN-PRA-25,Panorama,1,0017000000LLbqG,000702545945,8.0.12,8.0,2018-08-24,ACTIVE,,
00170000010lawbAAA,,,a0N70000007gTWIEA2,2021-09-20,KVM,YES,2019-12-02,D4596892103478776,D4596892,,0,48544239,PAN-VM-100-PERP-BND2-PREM-3YR,VM-100,1,0017000000kYP0B,007054000057673,8.1.3,8.1,2019-03-07,ACTIVE,,
0017000000ZMEzAAAX,F4931616,,a0N70000007gTWIEA2,2020-07-31,,YES,2019-12-02,D52147591146998286,D5214759,,0,22877677,PAN-PRA-1000-CP,Panorama,1,0017000000dJ6tO,000710001259,9.0.2,9.0,2019-08-07,ACTIVE,,
0017000000ZMmubAAD,,,a0N7000000WDd2LEAT,2019-07-19,,YES,2018-03-07,D190309227406052,D1903092,,0,74168292,PAN-PA-200-LAB,PA-200,1,0017000001SyIVw,001606058958,8.0.4,8.0,2016-03-18,INACTIVE,,
0017000000gG4HWAA0,48874902,1,a0N70000007gTWIEA2,2022-04-30,,YES,2015-03-16,D162037108401929,D162037,,0,48874902,PAN-PA-3020,PA-3020,1,0017000000woW4p,001801013236,5.0.11,5.0,2014-10-07,ACTIVE,,
00170000011OUexAAG,75110021,1,a0N70000007gTWIEA2,2020-09-30,,YES,2019-12-02,D19557311250117738,D1955731,,0,75110021,PAN-PA-5060-SSD2-D,PA-5060,1,0017000000LLbqG,007901003025,7.1.14,7.1,2016-07-26,ACTIVE,,
0017000000mIs6BAAS,,,a0N70000007gTWIEA2,2022-10-09,NSX,YES,2019-12-02,D383476132463492,D3834761,,0,52663630,PAN-VM-ELA-BND2-PREM-3YR,VM-300,1,0017000000rZ8OK,007252000051181,8.1.7,8.1,2018-10-18,ACTIVE,,
0017000000q5IWqAAM,83271562,1,a0N7000000Rqa3sEAB,2022-07-01,,YES,2019-12-02,D1794752109854432,D1794752,,0,83271562,PAN-PRA-100,Panorama,1,0017000000q5IWq,000702757654,8.1.9-h4,8.1,2015-05-19,ACTIVE,,
0017000001OWJfpAAH,27946700,,a0N70000007gTWFEA2,2021-08-09,,YES,2019-12-02,D192685513633515,D1926855,,0,27946700,PAN-PA-500-2GB,PA-500,1,0017000000bEGFN,009401026834,6.1.22,6.1,2016-06-02,ACTIVE,,
0017000001RKJYqAAP,,,a0N7000000GsKcGEAV,2021-05-22,ESXi,YES,2019-12-02,D348820727365798,D3488207,,0,39192318,PAN-VM-100-PERP-BND2-BKLN-3YR,VM-100,1,0017000001LTgli,007051000042734,8.1.10,8.1,2018-05-23,ACTIVE,,
0017000000rXvEBAA0,17756847,,a0N70000007gTWIEA2,2016-08-23,,YES,2018-01-11,D92561636505,D92561,,0,17756847,PAN-PA-3020,PA-3020,1,0017000000LLbqG,001801004512,5.0.6,5.0,2013-08-23,INACTIVE,,
0017000000jEG2XAAW,,,a0N70000007gTWsEAM,2020-01-30,Azure,YES,2019-11-06,D5104695112807584,D5104695,,0,80202839,PAN-VM-ELA-BND2-PREM-3YR,VM-100,1,0017000000jDlcj,007057000068454,8.0.0,8.0,2019-07-22,ACTIVE,,
0010g00001j3wLwAAI,,,a0N700000128e9AEAQ,2020-10-21,ESXi,YES,2019-11-13,D56140311251811814,D5614031,,0,94019881,PAN-VM-50-PERP-BND2-NFR-1YR,VM-50,1,0010g00001j3wLw,015351000036222,9.0.4,9.0,2019-10-25,ACTIVE,,
0017000000TvX1XAAV,16852692,,,2014-06-30,,YES,2013-07-25,D9221584334,D9221,,0,16852692,PAN-PA-4020,PA-4020,1,,0002C101116,5.0.6,5.0,2010-10-29,INACTIVE,,
0017000000fRpgfAAC,S7520057,,a0N70000007gTWIEA2,2022-07-25,,YES,2018-09-04,D178739419055887,D1787394,,0,95502340,PAN-PA-500-2GB,PA-500,1,0017000000QOeuE,009401011937,7.1.14,7.1,2015-01-12,ACTIVE,,
0017000001D2T7kAAF,,,a0N7000000WDd2LEAT,2020-10-30,KVM,YES,2019-12-02,D57437061253569988,D5743706,,0,77300362,PAN-VM-100-PERP-BND2-NFR-1YR,VM-100,1,0017000001D2T7k,007054000080295,9.0.4,9.0,2019-11-15,ACTIVE,,
0017000001BQwB8AAL,91125610,1,a0N7000000WDd2LEAT,2020-07-21,,YES,2019-12-02,D1905151112405884,D1905151,,0,91125610,PAN-PA-500-2GB,PA-500,1,0017000000hacdW,009401025127,8.1.9,8.1,2016-04-04,ACTIVE,,
0017000000TwbZFAAZ,S7000913,,a0N7000000NVoz4EAD,2019-12-31,,YES,2017-03-27,D2287575100751607,D2287575,,0,19872837,PAN-PA-3020,PA-3020,1,0017000000TvX0g,001801046678,6.1.15,6.1,2017-03-27,ACTIVE,,
0017000000tfY9wAAE,54163526,1,a0N70000007gTWIEA2,2020-06-06,,YES,2019-12-02,D3277469104990710,D3277469,,0,54163526,PAN-PA-220,PA-220,1,0017000000nb7KH,012801046018,9.0.5,9.0,2018-03-23,ACTIVE,,
0017000000jsi3LAAQ,60220779,1,a0N70000007gTWIEA2,2019-10-29,,YES,2019-07-10,D2318631101358798,D2318631,,0,60220779,PAN-PA-200,PA-200,1,0017000000dJ6tO,001606055832,8.1.6,8.1,2016-03-24,INACTIVE,,
0017000000dr5ItAAI,,,a0N7000000NY2VUEA1,,,YES,,D5449667,D5449667,,0,,,Accessories,,0017000000fPdDV,AF1923GG32U,,,,NOT REGISTERED,,
0017000000YwVIBAA3,67615183,1,a0N70000007gTX0EAM,2020-03-09,,YES,2019-12-02,D1783241108026986,D1783241,,0,67615183,PAN-PA-5020-SSD2,PA-5020,1,0017000000cJbmP,002501000794,8.1.10,8.1,2015-01-19,ACTIVE,,
0017000000gGDAeAAO,93269795,,a0N70000007gTWrEAM,2021-01-28,,YES,2019-12-02,D305411422651668,D3054114,,0,93269795,PAN-PA-3060,PA-3060,1,0017000000YfuOr,010401006922,8.1.6,8.1,2018-01-29,ACTIVE,,
0017000000xNJ9rAAG,X8234917,,,2018-05-08,,YES,2018-04-13,D178951924862474,D1789519,,0,X8234917,PAN-PA-5050-SSD2-D,PA-5050,1,,007801001434,7.1.4-h2,7.1,2015-01-14,INACTIVE,,
0017000000dxRf1AAE,36809171,1,a0N70000007gTWIEA2,2020-10-07,,YES,2019-12-02,D43382551249728353,D4338255,,0,36809171,PAN-M-100-4TB,M-100,1,0017000000dMqGq,009201003544,8.1.7,8.1,2015-08-11,ACTIVE,,
0017000000p7A5OAAU,74680553,,a0N700000128eIgEAI,2020-08-28,,YES,2019-12-02,D264647819351123,D2646478,,0,74680553,PAN-PA-220,PA-220,1,0017000000SwIBa,012801018129,9.0.5,9.0,2017-08-28,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,,D214009215531963,D2140092,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900011449,,,2016-11-14,ACTIVE,,
0017000000yolR1AAI,39118680,,a0N700000129l9oEAA,2021-05-10,,YES,2019-12-02,D243136013477641,D2431360,,0,39118680,PAN-PA-200,PA-200,1,0017000000q4Duq,001606082024,8.1.8-h5,8.1,2016-05-10,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D4369188100801851,D4369188,,0,10407187,PAN-VM-50-PERP-BND2-PREMUSG-5YR,VM-50,1,0017000000ndAo3,015300000020798,,,2019-01-09,ACTIVE,,
0017000001D2S2PAAV,93271137,1,a0N70000007gTWrEAM,2020-01-20,,YES,2019-12-02,D2377983101306340,D2377983,,0,93271137,PAN-PA-200,PA-200,1,0017000000wMEYr,001606078191,8.0.7,8.0,2016-04-26,ACTIVE,,
0010g00001byKBFAA2,20225710,,a0N70000007gTWhEAM,2021-10-09,,YES,2019-11-19,D392627131254399,D3926271,,0,20225710,PAN-PA-3250,PA-3250,1,0017000000rZLmP,016301001549,8.1.3,8.1,2018-10-09,ACTIVE,,
0017000000yNizxAAC,S1567049,,a0N70000007gTWIEA2,2021-10-31,,YES,2019-12-02,D4016745101360556,D4016745,,0,39013624,PAN-PA-5280-AC,PA-5280,1,0017000000LLbqG,015701000664,8.1.10,8.1,2018-09-29,ACTIVE,,
0017000000ukLn7AAE,22671418,,a0N70000007gTWhEAM,2021-06-08,,YES,2019-12-02,D330667725551125,D3306677,,0,22671418,PAN-PA-3220,PA-3220,1,0017000001NVukT,016201000885,8.1.9-h4,8.1,2018-06-08,ACTIVE,,
0017000000jEHilAAG,45746643,1,a0N70000007gTWIEA2,2022-09-30,,YES,2019-11-27,D1891827113987094,D1891827,,0,45746643,PAN-PA-500-2GB,PA-500,1,0017000000LLbqG,009401024045,7.1.10,7.1,2016-02-29,ACTIVE,,
00170000016Wx93AAC,93261825,,a0N70000007gTWwEAM,2020-08-15,,YES,2019-12-02,D261721619148293,D2617216,,0,93261825,PAN-PA-820,PA-820,1,0017000000gGbDE,012001005021,8.1.10,8.1,2017-08-15,ACTIVE,,
0017000000yNB8yAAG,65631457,1,,2019-12-31,,YES,2019-12-02,D2004583100648482,D2004583,,0,65631457,PAN-PA-5060-DC-NEBS-D,PA-5060,1,0017000000ljmg0,009101000245,8.0.13,8.0,2016-10-31,ACTIVE,,
00170000013qD9PAAU,68276594,,a0N70000007gTWrEAM,2020-01-19,,YES,2019-12-02,D219088116018799,D2190881,,0,68276594,PAN-PA-500-2GB,PA-500,1,0017000000LJ2jK,009401034608,8.1.9,8.1,2017-01-19,ACTIVE,,
0017000000jsMpeAAE,43116743,1,a0N70000007gTWrEAM,2019-11-06,,YES,2019-09-25,D369193733609693,D3691937,,0,43116743,PAN-PA-200,PA-200,1,0017000000LwhUD,001606067562,8.0.9,8.0,2015-11-06,INACTIVE,,
0017000001VrNjMAAV,55459555,,a0N70000007gTWGEA2,2021-03-28,,YES,2019-09-30,D313883223433304,D3138832,,0,55459555,PAN-PA-220,PA-220,1,0017000000s7EpB,012801039522,8.1.0,8.1,2018-03-28,ACTIVE,,
0017000000gGR0UAAW,,,a0N7000000WDd2LEAT,2020-07-31,AWS,YES,2019-12-02,D267739619562260,D2677396,,0,24458852,PAN-VM-ELA-BND2-PREM-3YR,VM-300,1,0017000000lhxFx,007255000035214,8.0.11-h1,8.0,2017-08-24,ACTIVE,,
0017000001AcaWQAAZ,90635809,,a0N70000007gTWwEAM,2020-03-14,,YES,2019-12-02,D217737415895396,D2177374,,0,90635809,PAN-PA-3050,PA-3050,1,0017000000YQmW4,001701012989,8.0.6,8.0,2017-03-14,ACTIVE,,
0017000000bDk6sAAC,64499226,,a0N70000007gTWrEAM,2022-02-08,,YES,2019-12-02,D374710429637272,D3747104,,0,64499226,PAN-PA-820,PA-820,1,0017000000LwhUD,012001018317,8.1.11,8.1,2018-08-08,ACTIVE,,
0017000000jFJHJAA4,95910562,1,a0N70000007gTWrEAM,2018-09-25,,YES,2018-10-01,D11178619703647,D111786,,0,95910562,PAN-PA-200,PA-200,1,0017000000cLa5K,001606018021,7.1.14,7.1,2014-02-03,INACTIVE,,
0017000000qujOEAAY,79531535,1,a0N700000128eIgEAI,2021-10-31,,YES,2019-01-07,D1974046109845741,D1974046,,0,79531535,PAN-PA-3020,PA-3020,1,0017000000t9PSv,001801036068,7.1.9,7.1,2016-08-03,ACTIVE,,
0017000001CIESUAA5,45965635,,a0N70000007gTWfEAM,2020-08-19,,YES,2019-07-08,D184552012675945,D1845520,,0,45965635,PAN-PA-200-EU,PA-200,1,0017000000fRHGA,001606044922,8.1.5,8.1,2015-08-19,ACTIVE,,
0010g00001Z3BWCAA3,31933970,,a0N70000007gTWIEA2,2021-07-14,,YES,2019-12-02,D356462628029014,D3564626,,0,31933970,PAN-PA-220,PA-220,1,0017000000dMqGq,012801058336,8.1.3,8.1,2018-07-30,ACTIVE,,
0017000000fPmD3AAK,40168647,,a0N7000000WDd2LEAT,2021-05-11,,YES,2019-12-02,D333845025984631,D3338450,,0,40168647,PAN-PA-220,PA-220,1,0017000000hacdW,012801048598,8.1.9-h4,8.1,2018-05-11,ACTIVE,,
0017000000rX5dxAAC,71937287,,a0N7000000KgPyKEAV,2017-03-27,,YES,,D111085794059,D111085,,0,71937287,PAN-PA-200,PA-200,1,0017000000m9dBS,001606018331,,,2015-09-30,INACTIVE,,
0017000000tC3UZAA0,,,a0N7000000WDd2LEAT,2022-04-30,GCE,YES,2019-12-02,D52406521147362489,D5240652,,0,98352416,PAN-VM-ELA-BND2-PREM-3YR,VM-500,1,0017000000qLB5Q,015400000006680,8.1.9,8.1,2019-08-14,ACTIVE,,
0017000000rXtGYAA0,S5335755,,a0N7000000WDd2LEAT,2022-05-30,,YES,2019-11-27,D50515351254283652,D5051535,,0,13896416,PAN-PA-220,PA-220,1,0017000000yoauH,012801113393,9.0.4,9.0,2019-11-27,ACTIVE,,
0017000001NWckgAAD,83478246,,a0N70000007gTWIEA2,2020-01-29,,YES,2019-12-02,D323071015963509,D3230710,,0,83478246,PAN-PA-200,PA-200,1,0017000000LwhUD,001606073258,8.1.9,8.1,2017-01-31,ACTIVE,,
0017000000tCJBmAAO,34734593,1,a0N7000000WDd2LEAT,2020-02-05,,YES,2019-01-07,D3090229101128359,D3090229,,0,34734593,PAN-PA-220,PA-220,1,00170000011MPDP,012801034408,8.0.10,8.0,2018-02-05,ACTIVE,,
0017000000dMXYmAAO,16341568,,a0N7000000Rqa3sEAB,2021-02-03,,YES,2019-12-02,D188192213048268,D1881922,,0,16341568,PAN-PA-3020,PA-3020,1,0017000000dMXYm,001801029779,8.1.10,8.1,2016-02-03,ACTIVE,,
00170000013tIOwAAM,23696675,1,a0N7000000NW4AfEAL,2019-12-31,,YES,2018-07-10,D22172421249870892,D2217242,,0,23696675,PAN-PA-5050-SSD2,PA-5050,1,00170000011LZfv,002201003963,7.1.17,7.1,2017-04-30,ACTIVE,,
